,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2000,1.0,0.7768618660279568,0.9681081220864679,0.9374156754601218,0.8953751004520089,0.8611756259909814,0.8206853673767186,0.7448746840088243,0.867438333317571,0.8088792702918672,0.8130345530635089,0.8344346689169017,0.8393948088993625,0.8453871786469357,0.8305552398001924,0.8262436361628728,0.8228856640489223,0.8298188799293452,-0.4105407043484425,-0.07818055764959564,-0.10511172969491847,-0.07788628872653146,-0.08936680662654202,-0.09231731337295312
2001,0.7768618660279568,1.0,0.8572604369952773,0.8300739973083677,0.6198976118012115,0.4850626879493355,0.388091757750559,0.2450020347716751,0.45115781726711524,0.40318808003130013,0.4471019276978592,0.5117179916340374,0.5443867032028284,0.5714486424579797,0.5797798568048175,0.5899230515114042,0.6012687524194299,0.6167338475683354,-0.009190870798122516,-0.2783365679452486,-0.28511462857616454,-0.2392088516395444,-0.23897186588155908,0.08616057256519546
2002,0.9681081220864679,0.8572604369952773,1.0,0.9882549224640385,0.9259879286086504,0.8602533609010798,0.8003186401133779,0.6990629949410985,0.8199512953464401,0.7546467014900798,0.7732638870961313,0.8056805117094856,0.821553565732233,0.8355721931661804,0.8243856356918146,0.8216740895592244,0.8195825073025795,0.8298668248588912,-0.21384317337788947,0.0016927565064103311,-0.0242179656201751,-0.000632433293361175,-0.005891977651415223,-0.04734284794942573
2003,0.9374156754601218,0.8300739973083677,0.9882549224640385,1.0,0.9468993558358575,0.8781823924308827,0.8144487086436475,0.7092807125990721,0.8149779119755489,0.7539868034453688,0.7776306055452621,0.812595178740737,0.8326926524905475,0.8488078721422139,0.8446472245553883,0.8409797174167509,0.839821681845784,0.8472418905108706,-0.13609901971960972,0.08158832470151019,0.05901313650186074,0.07745651816712205,0.07191952031415806,-0.09425087365486774
2004,0.8953751004520089,0.6198976118012115,0.9259879286086504,0.9468993558358575,1.0,0.9818915084318016,0.9507618897278022,0.8867624096394169,0.9168232129219902,0.8559644169318208,0.8645260893122035,0.8741495960490464,0.8819177452230064,0.8881418987938492,0.8693246892076308,0.8591103102619709,0.8488587152254123,0.8539379599040389,-0.17146161582764385,0.3014564365047373,0.2683040691805233,0.2694828491205256,0.2641910495018502,-0.09941261197684921
2005,0.8611756259909814,0.4850626879493355,0.8602533609010798,0.8781823924308827,0.9818915084318016,1.0,0.992003255781868,0.9571221919127145,0.9616649243078975,0.9123826291354261,0.9076462806820542,0.9010436268610998,0.898464298199294,0.8963888568487383,0.8669770596605545,0.8518117500274536,0.8367293800788098,0.8395005245035064,-0.24418213004052436,0.3603397067748724,0.322166992583691,0.31840445131599693,0.31191508539843615,-0.0875772692017715
2006,0.8206853673767186,0.388091757750559,0.8003186401133779,0.8144487086436475,0.9507618897278022,0.992003255781868,1.0,0.9858526497284413,0.9709731854154081,0.9307042301502317,0.9196843012095002,0.902910989268115,0.893690140165251,0.8860983704526962,0.8503026196687491,0.8327875033014949,0.814801632893269,0.8162392320244151,-0.2748526112661435,0.40477074137881497,0.36414240837398454,0.35699321029950265,0.3496981273082328,-0.05827873194909224
2007,0.7448746840088243,0.2450020347716751,0.6990629949410985,0.7092807125990721,0.8867624096394169,0.9571221919127145,0.9858526497284413,1.0,0.9559933965485989,0.9275327397247767,0.9098482622984425,0.8807356038813916,0.8637881224841584,0.8500144210042108,0.8096963769641753,0.7898680442576718,0.768595273482865,0.7677697433454037,-0.30438261423213997,0.462620138502869,0.4210543643608011,0.41068290731462376,0.4018967610664735,-0.02754552803158907
2008,0.867438333317571,0.45115781726711524,0.8199512953464401,0.8149779119755489,0.9168232129219902,0.9616649243078975,0.9709731854154081,0.9559933965485989,1.0,0.9813519644484598,0.9628008985795643,0.9473095653793585,0.9351025085959115,0.9262960360224068,0.8864324678162998,0.8718532601856093,0.8559880227032656,0.8595353704839606,-0.3525210764607769,0.2763857876211626,0.23401339475353197,0.25153916577605,0.2453009437617234,0.006345226126820664
2009,0.8088792702918672,0.40318808003130013,0.7546467014900798,0.7539868034453688,0.8559644169318208,0.9123826291354261,0.9307042301502317,0.9275327397247767,0.9813519644484598,1.0,0.9900879150876153,0.9751495423410693,0.9618231566821854,0.9498663803880927,0.9114829856285558,0.8956038388102857,0.8803531823902865,0.8805554429899678,-0.27754668953872386,0.32780813885488913,0.2904111994500046,0.3153212573339037,0.3068246979294143,0.1235530892350922
2010,0.8130345530635089,0.4471019276978592,0.7732638870961313,0.7776306055452621,0.8645260893122035,0.9076462806820542,0.9196843012095002,0.9098482622984425,0.9628008985795643,0.9900879150876153,1.0,0.9952923048159292,0.9877564022686676,0.9785002130035071,0.9499906747609074,0.9356470115334279,0.9226567483523728,0.9209271394613757,-0.18083521345593764,0.37842451197917976,0.3483409906157755,0.37352704520388147,0.3614226583985948,0.1889187232685501
2011,0.8344346689169017,0.5117179916340374,0.8056805117094856,0.812595178740737,0.8741495960490464,0.9010436268610998,0.902910989268115,0.8807356038813916,0.9473095653793585,0.9751495423410693,0.9952923048159292,1.0,0.9979424867362767,0.9925854023022098,0.9723592500098834,0.9608192437188661,0.9508181236409344,0.9489250270363858,-0.13818129129547732,0.36180996186218717,0.33633052019130577,0.36618284003581675,0.35285171747705424,0.1954481922526915
2012,0.8393948088993625,0.5443867032028284,0.821553565732233,0.8326926524905475,0.8819177452230064,0.898464298199294,0.893690140165251,0.8637881224841584,0.9351025085959115,0.9618231566821854,0.9877564022686676,0.9979424867362767,1.0,0.9981032862616912,0.9840832140986929,0.9744009160406834,0.9659025103139542,0.9641687437271607,-0.09900482127882919,0.3665401423140993,0.3437915300080819,0.3776406146859871,0.36440572948026906,0.19263804848407187
2013,0.8453871786469357,0.5714486424579797,0.8355721931661804,0.8488078721422139,0.8881418987938492,0.8963888568487383,0.8860983704526962,0.8500144210042108,0.9262960360224068,0.9498663803880927,0.9785002130035071,0.9925854023022098,0.9981032862616912,1.0,0.9916272072888621,0.9835385028182128,0.975795326969593,0.9747676506300863,-0.075586828793458,0.36406514454114114,0.34315404720037485,0.38342891727465483,0.3709541893550485,0.1837889899183911
2014,0.8305552398001924,0.5797798568048175,0.8243856356918146,0.8446472245553883,0.8693246892076308,0.8669770596605545,0.8503026196687491,0.8096963769641753,0.8864324678162998,0.9114829856285558,0.9499906747609074,0.9723592500098834,0.9840832140986929,0.9916272072888621,1.0,0.9961131497232701,0.9914925772677342,0.9886725710939537,-0.03166436620629408,0.37207725941069075,0.35930368668607815,0.4096835931197617,0.39485860825704816,0.1554707615374621
2015,0.8262436361628728,0.5899230515114042,0.8216740895592244,0.8409797174167509,0.8591103102619709,0.8518117500274536,0.8327875033014949,0.7898680442576718,0.8718532601856093,0.8956038388102857,0.9356470115334279,0.9608192437188661,0.9744009160406834,0.9835385028182128,0.9961131497232701,1.0,0.9988129416928044,0.9977454565020887,-0.017971518039981312,0.36742145524983955,0.35432003704286996,0.41173495132397764,0.3984732090240554,0.14703247455628896
